strike,bid,ask,lastPrice,impliedVolatility,midPrice
3925.0,3.1,3.3,3.8,0.5048877636718749,3.2
3950.0,3.0,3.4,5.73,0.5017139672851563,3.2
3975.0,3.3,3.6,4.0,0.4982960327148438,3.45
4000.0,3.3,3.5,3.47,0.4892629199218751,3.4
4025.0,3.5,3.8,6.7,0.48752343536376963,3.65
4050.0,3.6,3.9,4.1,0.4820608435058594,3.75
4075.0,3.6,3.9,5.0,0.4749198016357422,3.75
4100.0,3.7,4.0,4.4,0.4694572097778321,3.85
4125.0,3.9,4.2,4.36,0.4655204815673829,4.05
4150.0,4.0,4.2,4.3,0.45844047424316414,4.1
4175.0,4.1,4.4,4.8,0.45435115966796874,4.25
4200.0,4.4,4.7,5.68,0.4515435705566406,4.550000000000001
4225.0,4.5,4.8,5.93,0.4458368405151367,4.65
4250.0,4.6,4.9,6.3,0.4400995932006836,4.75
4275.0,4.8,5.0,6.7,0.4343318286132813,4.9
4300.0,5.0,5.2,5.99,0.4297847549438477,5.1
4325.0,5.0,5.4,6.2,0.425161388092041,5.2
4350.0,5.1,5.4,5.7,0.4181271566772461,5.25
4375.0,5.5,5.7,6.6,0.41452611846923826,5.6
4400.0,5.5,5.9,6.5,0.4096891307067871,5.7
4425.0,5.8,6.1,7.95,0.40476059112548823,5.949999999999999
4450.0,5.9,6.2,9.7,0.3987639469909668,6.050000000000001
4475.0,6.2,6.4,8.45,0.39374385559082037,6.300000000000001
4500.0,6.2,6.6,6.3,0.38864747100830077,6.4
4525.0,6.4,6.8,5.1,0.38349005187988283,6.6
4550.0,6.7,7.1,9.3,0.37915659912109373,6.9
4575.0,7.0,7.3,8.1,0.3738618522644042,7.15
4600.0,7.0,7.4,8.3,0.3676668458557129,7.2
4625.0,7.4,7.8,10.12,0.36389796264648444,7.6
4650.0,7.6,8.0,9.71,0.3584201121520996,7.8
4675.0,7.9,8.3,9.78,0.3536441589355468,8.100000000000001
4700.0,8.4,8.6,8.8,0.3487766539001465,8.5
4725.0,8.7,9.0,16.1,0.3445194943237304,8.85
4750.0,8.8,9.2,9.3,0.33876698837280267,9.0
4775.0,9.2,9.6,13.1,0.3342962078857422,9.399999999999999
4800.0,9.6,9.9,9.8,0.3290624955749511,9.75
4825.0,10.0,10.3,16.55,0.32436283554077144,10.15
4830.0,10.3,10.6,15.06,0.32471378417968744,10.45
4840.0,10.3,10.6,12.5,0.3218451605224609,10.45
4850.0,10.5,10.8,12.4,0.3201285639190673,10.65
4870.0,10.6,11.0,15.7,0.315512826385498,10.8
4875.0,10.8,11.2,12.38,0.31518476570129383,11.0
4880.0,11.0,11.3,15.0,0.31429213546752927,11.15
4890.0,11.2,11.5,14.2,0.31249161636352535,11.35
4900.0,11.3,11.6,11.6,0.3101417863464356,11.45
4925.0,11.7,12.1,16.8,0.30550316085815427,11.899999999999999
4940.0,11.8,12.2,13.1,0.30165798446655273,12.0
4950.0,12.1,12.5,14.82,0.3002465605926513,12.3
4960.0,12.6,13.0,15.0,0.29977354286193847,12.8
4970.0,12.9,13.5,16.2,0.29921660263061517,13.2
4975.0,13.0,13.3,15.2,0.29680573806762695,13.15
4980.0,13.1,13.4,17.85,0.2957986680603027,13.25
4990.0,13.5,13.9,17.2,0.2951654346466064,13.7
5000.0,13.8,14.1,14.2,0.29311314804077143,13.95
5010.0,14.1,14.4,19.7,0.29148047393798815,14.25
5020.0,14.2,14.6,12.2,0.2893900407409667,14.399999999999999
5025.0,14.3,14.7,15.5,0.28833719482421866,14.5
5030.0,14.5,14.8,20.83,0.2872767195892333,14.65
5040.0,14.4,14.8,15.05,0.2842936561584472,14.600000000000001
5050.0,15.0,15.4,21.74,0.2838282677459716,15.2
5060.0,15.5,15.8,26.2,0.2824702490997314,15.65
5070.0,15.3,15.7,27.25,0.2790599438476562,15.5
5075.0,15.8,16.2,19.97,0.279555849533081,16.0
5080.0,16.1,16.5,21.98,0.27922778884887695,16.3
5090.0,16.1,16.6,17.38,0.2765956740570068,16.35
5100.0,16.7,17.1,17.25,0.275474164276123,16.9
5110.0,17.4,17.8,30.05,0.2750392931365967,17.6
5120.0,17.5,17.9,24.4,0.27234614379882804,17.7
5125.0,17.7,18.1,24.52,0.27153743606567377,17.9
5130.0,17.5,18.0,21.4,0.2696453651428223,17.75
5140.0,18.2,18.6,24.95,0.2687145883178711,18.4
5150.0,18.8,19.2,27.62,0.2677151476287841,19.0
5160.0,19.2,19.5,26.05,0.2656399730682373,19.35
5170.0,19.7,20.0,27.09,0.26420566123962397,19.85
5175.0,19.6,20.1,26.48,0.26297734100341796,19.85
5180.0,20.0,20.4,27.0,0.26240514213562016,20.2
5190.0,21.0,21.4,28.0,0.26248906463623045,21.2
5200.0,21.0,21.4,21.2,0.2593305268859864,21.2
5210.0,21.0,21.5,28.15,0.25648479118347167,21.25
5220.0,21.7,22.2,24.0,0.2554739065170289,21.95
5225.0,22.8,23.1,24.24,0.25659923095703124,22.950000000000003
5230.0,22.3,22.8,23.52,0.25410062923431403,22.55
5240.0,22.5,23.0,32.9,0.2514952170562744,22.75
5250.0,23.3,23.8,23.8,0.25062547477722164,23.55
5260.0,24.8,25.2,25.5,0.25136170398712154,25.0
5270.0,24.9,25.2,36.77,0.24810398509979248,25.049999999999997
5275.0,25.8,26.2,32.0,0.2492140509033203,26.0
5280.0,25.5,25.9,34.1,0.2467574104309082,25.7
5290.0,26.2,26.8,35.98,0.24588766815185548,26.5
5300.0,26.2,26.7,26.91,0.24232477653503418,26.45
5310.0,26.9,27.6,35.29,0.24136348243713376,27.25
5320.0,27.4,28.0,38.75,0.23905942832946778,27.7
5325.0,28.3,29.0,36.67,0.23991009731292717,28.65
5330.0,28.2,28.8,37.35,0.2377319269561767,28.5
5340.0,29.0,29.7,38.14,0.23658752922058104,29.35
5350.0,30.0,30.6,31.94,0.2353782822799682,30.3
5360.0,31.4,32.0,40.85,0.23527528648376464,31.7
5370.0,31.4,32.1,44.8,0.23207097282409667,31.75
5375.0,32.6,33.0,35.48,0.23241047748565674,32.8
5380.0,32.3,32.9,50.8,0.23045355735778808,32.599999999999994
5390.0,33.0,33.8,47.3,0.22900780155181888,33.4
5400.0,35.0,35.4,36.5,0.22902687484741213,35.2
5410.0,36.4,37.0,46.65,0.22892769371032715,36.7
5415.0,36.2,36.7,45.27,0.2265130144882202,36.45
5420.0,37.4,37.8,45.82,0.22704325210571286,37.599999999999994
5425.0,38.3,38.7,37.28,0.22711954528808592,38.5
5430.0,38.4,38.8,46.6,0.22552501777648923,38.599999999999994
5435.0,38.4,39.1,39.0,0.22433484413146967,38.75
5440.0,38.7,39.1,48.59,0.2225266957092285,38.900000000000006
5445.0,39.2,39.6,43.96,0.22172561729431148,39.400000000000006
5450.0,40.5,40.9,39.98,0.22249999309539792,40.7
5455.0,40.9,41.4,51.41,0.22165695343017577,41.15
5460.0,41.1,41.5,41.12,0.22001665000915524,41.3
5465.0,42.3,43.5,51.61,0.22204223400115963,42.9
5470.0,42.5,43.3,44.2,0.2198030290985107,42.9
5475.0,43.0,43.7,44.31,0.21870440727233884,43.35
5480.0,43.7,44.2,53.74,0.21778125976562498,43.95
5485.0,44.3,45.0,61.7,0.21740742317199707,44.65
5490.0,44.9,45.4,47.78,0.21627065475463864,45.15
5495.0,46.0,46.4,50.53,0.21622106418609616,46.2
5500.0,45.9,46.4,48.1,0.21432136394500728,46.15
5505.0,46.3,46.8,72.1,0.2131464489364624,46.55
5510.0,48.6,49.0,73.4,0.21518729156494143,48.8
5515.0,49.3,49.8,66.0,0.214676127243042,49.55
5520.0,48.3,49.1,47.97,0.21150233085632322,48.7
5525.0,50.3,50.8,69.14,0.2125437327957153,50.55
5530.0,50.5,51.3,69.7,0.21145655494689938,50.9
5535.0,51.8,52.3,55.6,0.2112162314224243,52.05
5540.0,51.3,51.8,79.2,0.20838956901550287,51.55
5550.0,53.2,53.7,55.25,0.20764952514648435,53.45
5555.0,54.6,55.3,68.3,0.20832471981048578,54.95
5560.0,54.6,55.2,73.64,0.20615036411285398,54.900000000000006
5565.0,55.1,56.0,83.6,0.2054522814941406,55.55
5570.0,57.1,57.6,74.12,0.20603973899841307,57.35
5575.0,55.7,56.5,58.81,0.2022174505615234,56.1
5580.0,57.6,58.1,59.26,0.20275913215637204,57.85
5585.0,59.5,60.0,77.32,0.20373568489074706,59.75
5590.0,58.3,59.2,60.52,0.20039785816192623,58.75
5595.0,60.4,61.3,63.0,0.20163380771636963,60.849999999999994
5600.0,61.2,61.7,62.85,0.20016897861480715,61.45
5605.0,62.1,62.6,64.65,0.19946517400741576,62.35
5610.0,63.8,64.3,96.34,0.19996680168151856,64.05
5615.0,64.1,64.6,83.24,0.19829979564666744,64.35
5620.0,66.3,66.8,70.37,0.19949378395080566,66.55
5625.0,67.1,67.7,72.1,0.19868889087677,67.4
5630.0,66.4,66.9,71.6,0.1953281761932373,66.65
5635.0,67.0,68.0,84.57,0.19479412391662596,67.5
5640.0,68.7,69.2,70.92,0.19438595539093018,68.95
5645.0,69.7,70.7,68.3,0.19438595539093018,70.2
5650.0,72.1,72.6,74.77,0.19493526630401614,72.35
5655.0,73.9,74.4,75.87,0.19529765892028808,74.15
5660.0,73.3,73.8,89.72,0.19218489707946781,73.55
5665.0,74.1,74.7,93.04,0.1912159736633301,74.4
5670.0,73.6,74.6,75.9,0.18880510910034182,74.1
5675.0,75.8,76.4,93.64,0.1890721352386475,76.1
5680.0,76.4,77.4,81.3,0.18817950500488279,76.9
5685.0,78.0,78.6,96.4,0.18754436426162718,78.3
5690.0,78.4,79.7,92.63,0.1867432858467102,79.05000000000001
5695.0,81.3,81.9,85.4,0.18743183181762696,81.6
5700.0,81.8,82.7,86.35,0.18616536499023437,82.25
5705.0,83.5,86.2,114.0,0.1885495269393921,84.85
5710.0,83.9,84.5,108.62,0.18383842292785643,84.2
5715.0,84.8,85.9,113.1,0.1833196292877197,85.35
5720.0,88.7,89.2,93.43,0.18531469600677486,88.95
5725.0,88.0,89.1,110.3,0.18272454246520994,88.55
5730.0,87.8,88.9,93.4,0.17998943187713623,88.35
5735.0,90.3,90.9,95.8,0.18015727687835692,90.6
5740.0,92.6,93.2,94.92,0.1806798851776123,92.9
5745.0,93.1,94.2,93.4,0.1794630089187622,93.65
5750.0,95.2,96.3,114.9,0.1796537418746948,95.75
5755.0,96.7,97.7,130.2,0.1789022540283203,97.2
5760.0,97.2,98.3,126.16,0.17708838361740112,97.75
5765.0,99.1,100.2,121.8,0.17692626060485842,99.65
5770.0,101.4,102.0,136.32,0.17660392190933227,101.7
5775.0,101.8,102.9,103.58,0.17509903888702394,102.35
5780.0,104.4,105.4,123.02,0.1756063885498047,104.9
5785.0,105.2,106.3,109.05,0.17404237831115724,105.75
5790.0,104.4,105.5,105.62,0.1703059197044373,104.95
5795.0,107.9,109.1,108.35,0.17210453147888186,108.5
5800.0,108.9,110.0,108.2,0.17046232072830206,109.45
5805.0,109.7,111.0,132.64,0.16891738378524784,110.35
5810.0,113.7,114.4,147.74,0.1703459736251831,114.05000000000001
5815.0,113.3,114.5,117.64,0.16761467769622806,113.9
5820.0,115.3,115.9,117.86,0.16647790927886968,115.6
5825.0,116.9,118.1,134.3,0.166304342288971,117.5
5830.0,121.1,122.8,139.4,0.16919394657135012,121.94999999999999
5835.0,121.1,122.3,128.3,0.16560053768157962,121.69999999999999
5840.0,122.9,124.0,126.0,0.1647002781295776,123.45
5845.0,124.4,125.6,129.44,0.16363980289459235,125.0
5850.0,125.6,126.2,126.04,0.16131286083221436,125.9
5855.0,128.6,129.4,185.64,0.16215780782699585,129.0
5860.0,130.5,131.5,158.2,0.16161040424346923,131.0
5865.0,134.3,135.0,134.87,0.16274907999038696,134.65
5870.0,135.3,135.9,136.82,0.16064720281600953,135.60000000000002
5875.0,134.5,135.9,170.41,0.1573990205764771,135.2
5880.0,140.1,140.8,192.0,0.16015320446014403,140.45
5885.0,137.7,139.1,175.3,0.1547268518638611,138.39999999999998
5890.0,144.3,145.0,142.07,0.1586406921195984,144.65
5895.0,139.2,147.5,149.33,0.15832026075363162,143.35
5900.0,146.9,147.7,149.8,0.1551140397644043,147.3
5905.0,149.5,151.4,185.05,0.1562012176132202,150.45
5910.0,147.9,149.6,208.4,0.15041437973022465,148.75
5915.0,151.4,153.2,189.14,0.151293658657074,152.3
5920.0,152.3,154.6,186.68,0.14938823642730714,153.45
5925.0,155.0,160.0,218.77,0.15244568571090703,157.5
5930.0,160.5,162.4,164.35,0.15171136383056644,161.45
5935.0,160.8,161.5,191.2,0.14676565828323365,161.15
5940.0,163.1,165.0,172.08,0.14732069118499758,164.05
5945.0,164.7,165.4,234.33,0.14388749797821043,165.05
5950.0,167.1,168.8,170.91,0.14422700263977048,167.95
5955.0,172.4,174.8,218.24,0.14787381675720215,173.60000000000002
5960.0,168.7,176.9,242.05,0.14647574419021606,172.8
5965.0,177.2,177.9,210.0,0.1435880472373962,177.55
5970.0,175.7,188.7,216.3,0.15342033111572267,182.2
5975.0,176.1,184.1,186.7,0.14312075149536135,180.1
5980.0,184.9,185.6,189.5,0.14069272096633914,185.25
5985.0,187.8,188.5,192.0,0.14006330221176144,188.15
5990.0,185.8,187.6,193.03,0.13422496643066406,186.7
5995.0,192.9,194.7,226.05,0.1391954672622681,193.8
6000.0,195.8,196.5,199.12,0.13689904247283935,196.15
6005.0,192.0,200.1,207.5,0.13702111156463626,196.05
6010.0,198.3,200.2,213.31,0.13216505050659183,199.25
6015.0,200.1,202.6,243.1,0.13043700992584228,201.35
6020.0,207.1,209.1,279.33,0.1345606564331055,208.1
6025.0,206.4,208.3,249.84,0.12804140399932862,207.35000000000002
6030.0,209.8,211.8,259.3,0.12770571399688724,210.8
6035.0,212.8,214.8,224.8,0.1265536869430542,213.8
6040.0,214.5,216.6,219.58,0.12345999839782715,215.55
6045.0,214.7,222.3,186.0,0.1263667686462402,218.5
6050.0,223.0,227.9,305.33,0.1291133232116699,225.45
6055.0,228.5,230.3,306.8,0.12678256649017333,229.4
6060.0,228.6,230.7,264.21,0.1210071725845337,229.64999999999998
6065.0,230.2,232.3,276.9,0.1169064140319824,231.25
6070.0,233.7,235.8,256.57,0.11592604663848875,234.75
6075.0,238.3,240.1,286.2,0.11630369789123535,239.2
6080.0,240.2,242.0,246.1,0.11216860740661619,241.1
6085.0,246.8,248.7,249.4,0.11695218994140624,247.75
6090.0,244.0,252.9,334.09,0.11703229778289793,248.45
6095.0,247.5,258.4,301.36,0.11955378746032713,252.95
6100.0,254.4,257.9,255.0,0.11013157943725585,256.15
6105.0,258.7,267.5,322.68,0.12094613803863526,263.1
6110.0,266.2,268.5,263.7,0.11437348037719727,267.35
6115.0,261.2,268.5,196.9,0.10460032371520994,264.85
6120.0,265.2,274.1,270.86,0.10744224475860596,269.65
6125.0,273.1,281.8,314.11,0.1150830069732666,277.45000000000005
6130.0,272.8,281.3,318.06,0.10314312393188474,277.05
6135.0,279.6,288.8,341.37,0.11089451126098632,284.20000000000005
6140.0,284.2,293.3,368.01,0.1110242096710205,288.75
6145.0,289.0,297.9,310.1,0.11137134365081787,293.45
6150.0,289.8,295.5,392.12,0.08959345474243163,292.65
6155.0,292.3,299.2,349.03,0.08502349311828616,295.75
6160.0,296.9,307.8,373.3,0.10043471595764158,302.35
6165.0,306.0,309.5,307.58,0.08869319519042969,307.75
6170.0,306.3,314.8,370.92,0.09120324089050294,310.55
6175.0,311.7,317.2,305.21,0.0769745623779297,314.45
6180.0,312.2,320.6,318.38,1.0000000000000003e-05,316.4
6185.0,316.8,325.5,368.43,1.0000000000000003e-05,321.15
6190.0,320.3,328.9,372.48,1.0000000000000003e-05,324.6
6195.0,324.8,340.3,232.7,0.09909958526611329,332.55
6200.0,333.9,337.8,265.07,1.0000000000000003e-05,335.85
6205.0,333.4,346.0,289.72,0.06678179321289063,339.7
6210.0,339.0,353.8,198.23,0.09491108955383304,346.4
6215.0,343.7,358.0,255.2,0.09099724929809572,350.85
6220.0,346.2,359.0,208.63,1.0000000000000003e-05,352.6
6225.0,351.2,363.8,374.78,1.0000000000000003e-05,357.5
6230.0,357.1,373.6,441.48,0.0979551875305176,365.35
6235.0,356.9,374.6,250.27,1.0000000000000003e-05,365.75
6240.0,368.1,380.3,278.52,1.0000000000000003e-05,374.20000000000005
6245.0,364.7,377.6,337.78,1.0000000000000003e-05,371.15
6250.0,380.9,385.0,452.51,1.0000000000000003e-05,382.95
6255.0,376.2,395.4,177.77,1.0000000000000003e-05,385.79999999999995
6260.0,386.2,398.4,480.01,1.0000000000000003e-05,392.29999999999995
6265.0,384.6,395.8,304.1,1.0000000000000003e-05,390.20000000000005
6270.0,388.2,406.1,370.95,1.0000000000000003e-05,397.15
6275.0,392.8,414.1,333.1,1.0000000000000003e-05,403.45000000000005
6280.0,396.4,415.6,256.07,1.0000000000000003e-05,406.0
6290.0,405.8,428.4,212.14,1.0000000000000003e-05,417.1
6300.0,418.0,436.9,313.68,1.0000000000000003e-05,427.45
6310.0,422.8,441.7,413.77,1.0000000000000003e-05,432.25
6320.0,434.6,456.0,210.52,1.0000000000000003e-05,445.3
6325.0,448.0,459.8,229.0,1.0000000000000003e-05,453.9
6330.0,452.8,464.6,201.86,1.0000000000000003e-05,458.70000000000005
6340.0,455.9,471.9,295.0,1.0000000000000003e-05,463.9
6350.0,462.5,481.5,357.08,1.0000000000000003e-05,472.0
6360.0,326.8,345.3,287.29,1.0000000000000003e-05,336.05
6375.0,492.1,496.1,319.87,1.0000000000000003e-05,494.1
6380.0,489.4,508.3,228.35,1.0000000000000003e-05,498.85
6390.0,505.7,518.5,496.21,1.0000000000000003e-05,512.1
6400.0,513.1,528.3,505.76,1.0000000000000003e-05,520.7
6410.0,523.3,541.4,429.93,1.0000000000000003e-05,532.3499999999999
6420.0,369.2,382.9,285.8,1.0000000000000003e-05,376.04999999999995
6425.0,536.1,554.1,537.63,1.0000000000000003e-05,545.1
6450.0,560.1,574.6,390.78,1.0000000000000003e-05,567.35
6475.0,484.0,508.8,383.5,1.0000000000000003e-05,496.4
6500.0,610.3,628.4,676.95,1.0000000000000003e-05,619.3499999999999
6525.0,532.6,557.6,443.3,1.0000000000000003e-05,545.1
6530.0,641.6,659.7,460.9,1.0000000000000003e-05,650.6500000000001
6550.0,660.7,677.9,753.52,1.0000000000000003e-05,669.3
6560.0,670.6,688.0,411.6,1.0000000000000003e-05,679.3
6570.0,680.5,697.8,420.95,1.0000000000000003e-05,689.15
6580.0,696.0,710.4,750.85,1.0000000000000003e-05,703.2
6600.0,708.4,727.5,770.4,1.0000000000000003e-05,717.95
6650.0,505.4,536.3,575.5,1.0000000000000003e-05,520.8499999999999
6700.0,703.3,735.2,622.0,1.0000000000000003e-05,719.25
6750.0,752.9,784.8,702.3,1.0000000000000003e-05,768.8499999999999
6800.0,910.1,926.7,714.35,1.0000000000000003e-05,918.4000000000001
6850.0,961.7,979.7,739.0,1.0000000000000003e-05,970.7
6900.0,830.1,847.7,817.9,1.0000000000000003e-05,838.9000000000001
7000.0,1106.6,1124.5,1169.34,1.0000000000000003e-05,1115.55
7100.0,990.2,1022.4,1106.0,1.0000000000000003e-05,1006.3
7200.0,1028.0,1052.0,1294.52,1.0000000000000003e-05,1040.0
7300.0,1403.5,1423.2,1230.65,1.0000000000000003e-05,1413.35
7400.0,1505.9,1524.8,1517.5,1.0000000000000003e-05,1515.35
7500.0,1425.8,1457.5,1422.73,1.0000000000000003e-05,1441.65
8000.0,1886.7,1910.7,2007.67,1.0000000000000003e-05,1898.7
8200.0,2364.8,2388.8,2529.81,0.6139870144653321,2376.8
8300.0,2396.4,2416.1,2182.9,1.0000000000000003e-05,2406.25
8500.0,2596.1,2620.1,2654.24,1.0000000000000003e-05,2608.1
8600.0,2511.0,2530.6,2561.97,1.0000000000000003e-05,2520.8
8700.0,2455.0,2599.9,2804.22,1.0000000000000003e-05,2527.45
8800.0,2790.2,2822.2,2739.98,1.0000000000000003e-05,2806.2
8900.0,2994.9,3014.0,2758.61,1.0000000000000003e-05,3004.45
9000.0,2814.1,2838.1,3045.71,1.0000000000000003e-05,2826.1
9200.0,3187.8,3219.7,3081.59,1.0000000000000003e-05,3203.75
9600.0,3409.5,3433.5,3678.54,1.0000000000000003e-05,3421.5
10000.0,4089.5,4107.5,4200.81,1.0000000000000003e-05,4098.5
10400.0,4380.5,4412.5,4309.81,1.0000000000000003e-05,4396.5
10800.0,4600.3,4624.3,4850.74,1.0000000000000003e-05,4612.3
10900.0,4983.3,4999.1,4808.23,1.0000000000000003e-05,4991.200000000001
11000.0,4798.7,4822.7,4951.13,1.0000000000000003e-05,4810.7
